,property_name,society,property_type,price,price_per_sq,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,furnish_score,features_score,study room,servant room,store room,pooja room,others,super_built_up_area,built_up_area,carpet_area
2092,2 BHK Flat in Sector 103 Gurgaon,ansal housing highland park,flats,0.8,5878.0,1361.0,2,2,2,9.0,south-east,Undefined,1,0,0,0,0,0,0,,1361,1300
2093,4 BHK Flat in Sector 60 Gurgaon,ireo skyon,flats,3.6,12815.0,2809.0,4,5,3,24.0,north-east,relative new,96,49,0,1,0,0,0,2809,,2400
2094,3 BHK Flat in Sector 102 Gurgaon,conscient heritage max,flats,2.5,11633.0,2149.0,3,4,3,25.0,north-east,new property,45,56,1,1,0,0,0,2149,,
2095,3 BHK Flat in Sector 49 Gurgaon,orchid petals,flats,2.51,12178.0,2061.0,3,3,3,7.0,east,old property,73,72,1,0,0,0,0,2061,,
2096,2 BHK Flat in Sohna,signature global park,flats,0.54,6331.0,853.0,2,2,2,4.0,west,relative new,4,159,0,0,0,1,0,,,845
2097,3 BHK Flat in Sector 79 Gurgaon,m3m golf hills phase 1,flats,1.7,10828.0,1570.0,3,2,3,10.0,na,Undefined,1,0,0,0,0,0,0,,1570,1099
2098,6 Bedroom House for sale in Sushant Lok Phase 3,ansal sushant residency,houses,4.6,17037.0,2700.0,6,6,3,3.0,East,old property,57,102,1,1,1,1,0,,,
2099,5 Bedroom House for sale in New Colony,independent,houses,0.89,18658.0,477.0,5,3,2,2.0,East,old property,0,8,0,0,0,0,0,,,
2100,3 BHK Flat in Sector 92 Gurgaon,sare green parc 2,flats,0.61,4837.0,1261.0,3,2,2,6.0,na,under construction,0,0,0,0,0,0,1,1261,,
2101,4 Bedroom House for sale in Sector 109 Gurgaon,international city by sobha phase 1,houses,5.85,26423.0,2214.0,4,5,3,2.0,East,relative new,55,85,0,1,0,0,0,,,
2102,2 BHK Flat in Sector 74 Gurgaon,m3m skywalk,flats,1.52,13342.0,1139.0,2,2,3,6.0,south-east,relative new,0,174,0,0,1,0,0,1400,1250,1139
2103,3 BHK Flat in Sector 49 Gurgaon,orchid petals,flats,1.95,9972.0,1955.0,3,3,3,2.0,east,old property,66,90,0,0,0,0,0,1805,,
2104,1 BHK Flat in Sector 56 Gurgaon,kendriya vihar,flats,0.55,9016.0,610.0,1,2,1,0.0,na,old property,0,68,0,0,0,0,0,,,610
2105,12 Bedroom House for sale in Sector 27 Gurgaon,independent,houses,8.25,45833.0,1800.0,12,12,3,4.0,East,new property,55,40,0,1,0,1,0,,205,200
2106,"1 Bedroom House for sale in Laxman Vihar, Railway Road,Gurgaon",independent,houses,0.38,8444.0,450.0,1,1,1,1.0,North-West,relative new,0,0,0,0,0,0,0,,,
2107,2 Bedroom House for sale in Laxman Vihar Phase 2,independent,houses,0.58,86567.0,67.0,2,2,1,2.0,West,relative new,2,7,0,0,0,1,1,,,
2108,4 BHK Flat in Sector 67 Gurgaon,bestech park view spa next,flats,3.32,12599.0,2635.0,4,5,3,12.0,west,relative new,87,174,0,1,0,0,0,2635,,
2109,2 BHK Flat in Sector 81 Gurgaon,signature global city 81,flats,0.89,8279.0,1075.0,2,2,2,3.0,north,Under Construction,33,20,0,0,0,0,1,,,1075
2110,4 Bedroom House for sale in Jacobpura,independent,houses,1.2,14184.0,846.0,4,4,2,2.0,North,relative new,30,7,0,0,0,1,0,,846,
2111,3 BHK Flat in Sector 112 Gurgaon,experion windchants,flats,4.75,12622.0,3763.0,3,5,3,4.0,west,relative new,45,42,0,1,0,0,0,3763,,
2112,3 BHK Flat in Sector 102 Gurgaon,adani m2k oyster grande,flats,2.4,9305.0,2579.0,3,4,3,3.0,north-east,relative new,70,49,1,0,0,0,0,2579,,2100
2113,3 BHK Flat in Sector 113 Gurgaon,la vida by tata housing,flats,2.4,10825.0,2217.0,3,4,3,5.0,north-east,relative new,8,49,0,1,0,0,0,2217,1940,1730
2114,2 BHK Flat in Sector 70A Gurgaon,aipl club residences,flats,0.85,9139.0,930.0,2,2,2,5.0,south-east,relative new,50,45,0,0,0,0,0,930,,
2115,2 BHK Flat in Sector 66 Gurgaon,ireo uptown,flats,1.85,12567.0,1472.0,2,3,3,16.0,south-east,relative new,60,79,0,1,0,0,1,1472,1470,1251
2116,2 BHK Flat in Sector 81 Gurgaon,bestech park view ananda,flats,0.9,6618.0,1360.0,2,2,3,8.0,na,new property,0,60,0,0,0,0,1,1360,,
2117,5 Bedroom House for sale in B Block Sushant Lok Phase 1,independent,houses,15.5,28233.0,5490.0,5,6,3,3.0,East,relative new,0,76,1,1,1,1,0,,,
2118,4 Bedroom House for sale in Mayfield Garden,independent,houses,2.95,10926.0,2700.0,4,4,2,4.0,East,relative new,69,49,0,1,0,0,0,,,
2119,3 BHK Flat in Sector 102 Gurgaon,shapoorji pallonji joyville gurugram,flats,2.12,16960.0,1250.0,3,3,3,9.0,na,relative new,20,72,0,0,0,0,0,,1852,1250
2120,4 Bedroom House for sale in DLF Phase 4,independent,houses,4.5,125000.0,360.0,4,4,0,4.0,Na,Undefined,1,0,0,0,0,0,0,,360,
2121,4 Bedroom House for sale in Nirvana Country,unitech espace,houses,9.8,30247.0,3240.0,4,4,3,2.0,North-West,relative new,4,22,0,1,0,0,0,,300,280
2122,3 BHK Flat in Sector 68 Gurgaon,m3m the marina,flats,2.22,14322.0,1550.0,3,2,3,4.0,east,relative new,36,44,0,0,0,0,0,1550,,
2123,4 Bedroom House for sale in Sector 109 Gurgaon,international city by sobha phase 1,houses,5.9,24280.0,2430.0,4,5,2,2.0,East,relative new,52,111,0,1,0,0,0,,,
2124,2 BHK Flat in DLF Phase 4,dlf regency park,flats,1.91,16608.0,1150.0,2,2,2,11.0,na,new property,70,98,0,0,0,0,0,,,1150
2125,2 BHK Flat in Sector 84 Gurgaon,pivotal devaan,flats,0.37,6346.0,583.0,2,2,1,5.0,north-west,relative new,0,73,0,0,0,0,0,583,,483
2126,3 Bedroom House for sale in Nirvana Country,unitech aspen greens,houses,12.0,37037.0,3240.0,3,4,2,1.0,East,relative new,37,101,1,1,0,0,0,,,
2127,5 Bedroom House for sale in Mianwali Colony,project mianwali colony,houses,2.0,14815.0,1350.0,5,5,2,3.0,East,Undefined,1,0,0,0,0,0,0,,1350,
2128,4 Bedroom House for sale in Udyog Vihar Phase 1,independent,houses,,,,4,4,3,4.0,North,relative new,121,114,0,1,1,0,0,,,
2129,3 BHK Flat in Sector 48 Gurgaon,bestech park view city,flats,1.78,10022.0,1776.0,3,4,2,5.0,na,relative new,0,53,1,0,0,1,0,1776,,1300
2130,4 Bedroom House for sale in Sector 67A Gurgaon,4s aradhya homes,houses,1.83,6778.0,2700.0,4,4,2,4.0,East,new property,63,145,0,0,0,1,0,,,
2131,1 BHK Flat in Sector 71 Gurgaon,m3m sky lofts,flats,0.9,13177.0,683.0,1,1,0,6.0,na,new property,1,0,0,0,0,0,0,,683,
2132,3 BHK Flat in Sector 70A Gurgaon,aipl peaceful homes,flats,2.75,12791.0,2150.0,3,3,3,14.0,north-east,Undefined,1,0,0,0,0,0,0,,2150,
2133,3 BHK Flat in Sector 81 Gurgaon,bestech park view grand spa,flats,2.29,8609.0,2660.0,3,4,3,10.0,north-east,relative new,66,174,1,1,0,0,0,2660,,2000
2134,5 BHK Flat in Surya Vihar,surya vihar rwa,flats,1.3,6500.0,2000.0,5,5,2,2.0,south-east,old property,30,42,1,1,1,0,0,,2400,2200
2135,5 Bedroom House for sale in DLF Phase 2,independent,houses,9.9,29333.0,3375.0,5,5,2,2.0,South-East,relative new,51,106,0,0,0,1,0,,,
2136,2 BHK Flat in Sector 81 Gurgaon,vipul lavanya,flats,0.6,6666.0,900.0,2,2,1,0.0,na,Under Construction,0,0,0,0,0,0,0,900,,
2137,3 BHK Flat in Sector 71 Gurgaon,chd avenue,flats,0.98,6049.0,1620.0,3,3,3,0.0,south-east,relative new,0,65,1,0,0,0,0,1620,,
2138,4 BHK Flat in Sector 90 Gurgaon,dlf new town heights,flats,1.88,6894.0,2727.0,4,4,3,20.0,south,relative new,0,145,0,1,0,1,0,2727,2726,2725
2139,5 Bedroom House for sale in Sector 66 Gurgaon,emaar mgf marbella,houses,12.0,37037.0,3240.0,5,5,3,3.0,East,new property,51,106,0,1,1,1,0,,,
2140,3 BHK Flat in Sector 65 Gurgaon,m3m golfestate,flats,4.95,15906.0,3112.0,3,3,3,10.0,north,relative new,49,82,0,1,0,0,0,3112,,
2141,4 Bedroom House for sale in Sector 48 Gurgaon,eldeco mansionz,houses,6.4,23704.0,2700.0,4,4,3,3.0,West,relative new,86,151,0,1,1,0,0,,366,
2142,3 BHK Flat in Sector 106 Gurgaon,paras dews,flats,1.4,6000.0,2333.0,3,4,3,12.0,na,under construction,0,0,1,1,0,0,1,1760,,
2143,3 BHK Flat in Sector 79 Gurgaon,bestech altura,flats,1.72,8400.0,2048.0,3,4,3,9.0,east,new property,41,49,0,0,0,0,0,,2050,
2144,3 BHK Flat in Sector 12 Gurgaon,bhagwati sadan,flats,1.15,5500.0,2091.0,3,4,2,2.0,na,old property,1,0,0,1,0,0,1,,2000,
2145,3 BHK Flat in Sector 82A Gurgaon,dlf the primus,flats,1.85,10176.0,1818.0,3,3,3,15.0,east,relative new,0,38,0,0,0,0,1,1818,,1538
2146,4 BHK Flat in sector 58 Gurgaon,ireo the grand arch,flats,4.85,16934.0,2864.0,4,5,3,23.0,north-west,relative new,73,49,1,1,0,1,1,,,2864
2147,2 BHK Flat in Sector 85 Gurgaon,ss the leaf,flats,1.24,7122.0,1741.0,2,2,3,10.0,west,relative new,20,49,0,0,0,0,0,1741,1730,1720
2148,3 Bedroom House for sale in Maruti Kunj,bhawani enclave,houses,0.42,8235.0,510.0,3,3,0,2.0,East,new property,4,0,0,0,0,1,0,,,510
2149,4 BHK Flat in Sector-33 Sohna,central park flower valley,flats,2.3,12777.0,1800.0,4,4,3,5.0,north-east,new property,60,42,0,1,0,1,0,,,1800
2150,3 BHK Flat in Sector 83 Gurgaon,vatika gurgaon,flats,1.19,7437.0,1600.0,3,3,2,10.0,south,relative new,35,35,0,1,0,0,0,,,1600
2151,2 BHK Flat in Sector 3 Gurgaon,godrej habitat,flats,1.3,9002.0,1444.0,2,2,2,6.0,na,Under Construction,16,36,0,0,0,0,0,,,1444
2152,3 BHK Flat in Sector 86 Gurgaon,dlf the skycourt,flats,1.55,8031.0,1930.0,3,3,3,5.0,south,relative new,3,49,0,0,0,0,0,1930,1900,1720
2153,3 BHK Flat in Sector 92 Gurgaon,apartment,flats,0.75,4687.0,1600.0,3,4,3,2.0,east,relative new,12,113,1,0,0,0,0,,,1600
2154,3 BHK Flat in Sector 83 Gurgaon,vatika gurgaon,flats,1.12,6455.0,1735.0,3,3,2,17.0,south,relative new,20,111,0,0,0,0,0,1735,1500,1400
2155,3 BHK Flat in Sector 61 Gurgaon,smart world orchard,flats,2.24,14460.0,1549.0,3,3,2,3.0,na,new property,0,0,0,0,0,0,1,1549,,
2156,4 Bedroom House for sale in Sector 82 Gurgaon,vatika india next,houses,6.8,20988.0,3240.0,4,4,3,3.0,North-East,relative new,148,110,0,1,0,0,0,,,
2157,2 Bedroom House for sale in Laxman Vihar,independent,houses,0.47,10601.0,443.0,2,2,1,2.0,East,new property,16,73,1,0,0,0,0,,50,48
2158,2 Bedroom House for sale in Sector 92 Gurgaon,signature global city 92,houses,0.75,7820.0,959.0,2,2,3,1.0,Na,Undefined,1,0,0,0,0,0,0,,959,
2159,3 BHK Flat in Sector 81 Gurgaon,dlf the ultima,flats,2.35,11233.0,2092.0,3,4,3,18.0,north,relative new,0,106,0,1,0,0,0,2092,,1100
2160,3 BHK Flat in Sector 70A Gurgaon,bptp astaire gardens,flats,1.2,7058.0,1700.0,3,3,3,2.0,na,relative new,84,38,0,0,0,0,0,1700,1450,
2161,3 BHK Flat in Sector 107 Gurgaon,m3m woodshire,flats,1.29,8835.0,1460.0,3,3,3,1.0,east,relative new,58,174,0,0,0,1,0,1943,,1460
2162,3 BHK Flat in Sector 92 Gurgaon,bestech park view sanskruti,flats,1.42,7760.0,1830.0,3,3,2,10.0,east,relative new,34,117,0,0,0,0,0,1920,,
2163,2 BHK Flat in Sushant Lok Phase 3,ansal harmony homes,flats,1.12,10666.0,1050.0,2,2,1,0.0,na,old property,21,72,0,0,0,0,0,1050,,
2164,2 BHK Flat in Laxman Vihar,not applicable,flats,0.42,5600.0,750.0,2,2,1,3.0,na,relative new,40,26,0,0,0,0,0,,,750
2165,5 Bedroom House for sale in DLF Phase 2,independent,houses,4.35,32222.0,1350.0,5,4,3,3.0,North,old property,0,49,0,1,0,0,0,,,
2166,3 BHK Flat in Mehrauli Gurgaon Road,essel towers,flats,2.2,12500.0,1760.0,3,4,3,3.0,na,Undefined,4,0,0,0,0,0,0,,,1760
2167,4 BHK Flat in Sector 83 Gurgaon,vatika gurgaon,flats,1.4,7179.0,1950.0,4,4,3,10.0,north-east,relative new,0,35,0,1,0,0,0,,,1950
2168,4 BHK Flat in Gwal Pahari,.,flats,7.0,11000.0,6364.0,4,4,3,6.0,south-west,relative new,0,52,0,1,0,0,0,6000,,
2169,2 BHK Flat in Sohna,gls arawali homes,flats,0.27,4600.0,587.0,2,2,2,5.0,na,new property,0,42,0,0,0,0,0,576,,
2170,3 BHK Flat in Sector 90 Gurgaon,dlf new town heights,flats,1.2,6217.0,1930.0,3,3,3,15.0,north,relative new,0,37,0,0,0,0,0,1930,,
2171,3 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.3,8283.0,1569.0,3,3,1,12.0,south-west,relative new,18,86,0,0,0,1,0,1568,,
2172,5 Bedroom House for sale in Sector 17C Gurgaon,sector-17c,houses,3.05,17650.0,1728.0,5,5,2,2.0,North,old property,33,29,0,0,1,0,0,,,
2173,2 BHK Flat in Sector 71 Gurgaon,chd avenue,flats,0.82,7083.0,1158.0,2,2,2,6.0,na,relative new,0,0,0,0,0,0,0,1200,,
2174,3 BHK Flat in Sohna,central park flower valley,flats,1.2,6742.0,1780.0,3,3,0,11.0,na,Undefined,0,0,0,0,0,0,0,,1780,
2175,2 BHK Flat in Sector 67A Gurgaon,pyramid urban,flats,0.7,11844.0,591.0,2,2,1,14.0,north,new property,22,44,0,0,0,0,0,,,591
2176,4 Bedroom House for sale in Sohna Gurgaon Road,independent,houses,2.0,7479.0,2674.0,4,3,0,1.0,North,Undefined,1,0,0,0,0,0,0,,2674,
2177,4 BHK Flat in Sector 90 Gurgaon,dlf new town heights,flats,1.9,5683.0,3343.0,4,4,3,7.0,north-west,relative new,0,88,0,1,0,1,0,2727,,
2178,3 BHK Flat in Sector 67 Gurgaon,ansal api esencia,flats,1.0,6435.0,1554.0,3,3,3,2.0,na,relative new,0,9,0,0,0,0,0,1554,,
2179,3 BHK Flat in Sector 70 Gurgaon,krrish florence estate,flats,1.65,7764.0,2125.0,3,4,3,27.0,north-east,new property,0,81,1,1,0,0,0,2125,,
2180,3 BHK Flat in Sector 47 Gurgaon,unitech uniworld gardens,flats,2.4,11505.0,2086.0,3,4,3,10.0,east,relative new,6,103,0,1,0,0,0,2086,,1750
2181,3 Bedroom House for sale in Laxman Vihar,independent,houses,0.7,6648.0,1053.0,3,3,0,1.0,Na,Undefined,0,0,0,0,0,0,0,,117,
2182,4 BHK Flat in Sector 90 Gurgaon,dlf regal gardens,flats,2.05,9000.0,2278.0,4,4,3,5.0,na,relative new,24,49,0,0,0,0,0,2215,,
2183,3 BHK Flat in Sector 82 Gurgaon,vatika the seven lamps,flats,1.37,8753.0,1565.0,3,3,3,11.0,south,relative new,40,145,1,1,0,1,0,2160,2000,1565
2184,4 BHK Flat in Sector 90 Gurgaon,dlf new town heights,flats,1.8,6600.0,2727.0,4,4,3,23.0,na,relative new,0,0,0,0,0,0,0,2727,,
2185,2 BHK Flat in Sector 102 Gurgaon,shapoorji pallonji joyville gurugram,flats,1.26,10370.0,1215.0,2,2,3,7.0,east,relative new,50,49,0,0,0,0,0,1215,,
2186,2 BHK Flat in Sector 95A Gurgaon,signature the roselia,flats,0.41,7293.0,562.0,2,2,2,12.0,south,new property,27,93,0,0,0,0,0,,670,569
2187,8 Bedroom House for sale in DLF Phase 3,independent,houses,10.0,229885.0,435.0,8,10,3,1.0,West,Undefined,1,0,0,0,0,0,0,,,435
2188,6 Bedroom House for sale in Surat Nagar Phase 2,independent,houses,0.3,60000.0,50.0,6,3,3,3.0,South,relative new,0,0,0,0,0,0,0,,,
2189,2 BHK Flat in Sector 1 Imt Manesar,hsiidc sidco shivalik apartments,flats,0.48,3840.0,1250.0,2,2,3,7.0,south,relative new,0,88,0,0,0,0,0,1250,,770
2190,2 BHK Flat in Sector 76 Gurgaon,corona gracieux,flats,0.75,5660.0,1325.0,2,2,3,13.0,na,relative new,28,0,0,0,0,0,0,1325,,
2191,2 BHK Flat in Sector 93 Gurgaon,signature global orchard avenue,flats,0.85,14237.0,597.0,2,2,0,10.0,na,Undefined,1,0,0,0,0,0,0,,597,
2192,5 Bedroom House for sale in DLF Phase 2,independent,houses,9.0,33333.0,2700.0,5,5,3,3.0,North,old property,0,56,1,1,1,1,0,,,
2193,2 Bedroom House for sale in Jyoti Park,independent,houses,1.0,79365.0,126.0,2,2,0,0.0,Na,old property,2,7,1,0,0,0,0,,,
2194,3 BHK Flat in Sector 37D Gurgaon,ramprastha the edge towers,flats,1.1,5528.0,1990.0,3,3,3,9.0,na,Undefined,0,0,0,0,0,0,0,,1990,
2195,4 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.66,8408.0,1974.0,4,4,1,12.0,south-east,relative new,0,102,0,0,0,1,0,1970,,
2196,3 Bedroom House for sale in Rosewood,independent,houses,2.95,16388.0,1800.0,3,3,3,2.0,North-West,relative new,34,81,0,0,1,0,0,,1900,1850
2197,2 BHK Flat in Sector 67 Gurgaon,shree vardhman mantra,flats,0.56,7000.0,800.0,2,2,1,8.0,na,new property,2,65,0,0,0,0,0,,,800
2198,4 BHK Flat in Sector 85 Gurgaon,orris carnation residency,flats,0.9,4531.0,1986.0,4,4,3,8.0,east,relative new,35,40,0,0,0,0,0,1975,1575,1435
2199,3 BHK Flat in Sector 70A Gurgaon,capital residences 360,flats,1.69,8552.0,1976.0,3,3,3,8.0,north-east,new property,30,165,0,1,0,0,0,1976,1900,1650
2200,3 BHK Flat in Ashok Vihar,apna enclave,flats,0.8,6153.0,1300.0,3,3,1,0.0,na,old property,0,0,0,0,0,0,0,1300,1000,
2201,2 BHK Flat in Sohna,signature global park,flats,0.55,7355.0,748.0,2,2,3,4.0,east,new property,29,80,0,0,0,0,0,,,745
2202,3 BHK Flat in Sector 86 Gurgaon,dlf the skycourt,flats,1.6,8294.0,1929.0,3,3,1,14.0,north-east,relative new,0,72,0,0,0,1,0,1929,,
2203,2 BHK Flat in Sector 99 Gurgaon,pivotal riddhi siddhi,flats,0.72,947.0,7603.0,2,2,2,12.0,na,relative new,0,31,0,0,1,0,0,,,706
2204,3 Bedroom House for sale in Nirvana Country,unitech nirvana birch court,houses,7.1,283333.0,251.0,3,3,3,1.0,East,relative new,6,49,0,1,0,0,0,,,
2205,3 BHK Flat in Sector 85 Gurgaon,orris carnation residency,flats,0.9,6428.0,1400.0,3,3,2,12.0,na,relative new,17,120,0,0,0,0,0,1485,1402,1400
2206,3 BHK Flat in Sohna,eldeco accolade,flats,1.35,6136.0,2200.0,3,3,3,2.0,na,new property,0,72,0,1,0,0,0,,,2200
2207,1 BHK Flat in Sector 111 Gurgaon,lotus homz,flats,0.36,8888.0,405.0,1,1,1,10.0,na,relative new,0,44,0,0,0,0,0,,,405
2208,3 BHK Flat in Sector 92 Gurgaon,gls avenue 51,flats,0.5,7812.0,640.0,3,3,1,0.0,na,relative new,0,0,0,0,0,0,0,640,,
2209,2 Bedroom House for sale in Sector 7 Gurgaon,independent,houses,2.0,13889.0,1440.0,2,2,2,2.0,North-West,old property,40,22,0,0,0,0,0,,,
2210,3 Bedroom House for sale in Palam Vihar,independent,houses,2.55,16378.0,1557.0,3,3,2,2.0,South,old property,2,8,0,0,0,0,0,,,
2211,3 BHK Flat in Sector 37D Gurgaon,signature global city,flats,1.1,8800.0,1250.0,3,3,3,1.0,na,Under Construction,0,16,0,0,0,0,0,,,1250
2212,1 Bedroom House for sale in Sushant Lok Phase 1,independent,houses,2.15,13030.0,1650.0,1,1,0,1.0,Na,Undefined,1,0,0,0,0,0,0,,1650,
2213,3 BHK Flat in Sector 79 Gurgaon,godrej,flats,1.93,8532.0,2262.0,3,4,3,5.0,east,relative new,0,158,0,1,0,0,0,2262,,
2214,3 BHK Flat in Chakkarpur,essel tower,flats,2.2,12500.0,1760.0,3,4,3,3.0,na,relative new,102,0,0,1,0,0,0,,,1760
2215,2 BHK Flat in Sector 99 Gurgaon,assotech blith,flats,0.92,6739.0,1365.0,2,2,3,22.0,na,Under Construction,0,56,0,0,0,0,0,1365,,
2216,6 Bedroom House for sale in Sadar Bazar,krishna palace,houses,1.3,14444.0,900.0,6,4,2,3.0,North-East,relative new,2,12,1,0,0,0,1,,,
2217,4 BHK Flat in Sector 82 Gurgaon,mapsko casa bella,flats,1.75,6903.0,2535.0,4,5,3,1.0,west,Undefined,1,0,0,0,0,0,0,,2535,1960
2218,3 BHK Flat in Sector 81 Gurgaon,dlf the ultima,flats,2.2,10461.0,2103.0,3,3,3,5.0,east,relative new,80,49,1,1,0,1,1,2103,1570,1257
2219,1 Bedroom House for sale in Ashok Vihar Phase 3 Extension,independent,houses,0.85,8500.0,1000.0,1,1,0,1.0,Na,Undefined,0,0,0,0,0,0,0,,1000,
2220,3 BHK Flat in Sector 56 Gurgaon,guru gram haryana cghs,flats,1.38,7225.0,1910.0,3,3,3,5.0,north,relative new,30,134,1,0,0,0,0,,1910,
2221,3 BHK Flat in Sector 37C Gurgaon,corona optus,flats,1.43,7185.0,1990.0,3,3,3,2.0,north,relative new,0,49,0,1,0,0,1,1990,,1680
2222,3 BHK Flat in Sector 102 Gurgaon,emaar imperial gardens,flats,1.98,9900.0,2000.0,3,3,3,9.0,north,relative new,49,72,0,1,0,0,0,,,2000
2223,2 BHK Flat in Sector 86 Gurgaon,ansal heights 86,flats,0.74,5441.0,1360.0,2,2,1,11.0,na,under construction,0,45,0,0,0,0,1,1360,,
2224,1 BHK Flat in Valley View Estate,valley view estate,flats,0.38,6089.0,624.0,1,1,1,11.0,na,relative new,10,42,0,0,0,0,0,624,,
2225,2 BHK Flat in Sector 81 Gurgaon,vipul lavanya,flats,0.64,5261.0,1216.0,2,2,3,12.0,east,relative new,60,93,0,0,0,0,0,,,1225
2226,3 BHK Flat in Sector 37D Gurgaon,bptp terra,flats,1.72,9497.0,1811.0,3,3,3,9.0,south,relative new,15,24,1,0,0,0,0,1811,,996
2227,3 BHK Flat in Sector 88A Gurgaon,godrej oasis,flats,2.65,16747.0,1582.0,3,3,3,10.0,na,new property,17,110,0,0,0,0,0,,,124
2228,5 Bedroom House for sale in Sector 50 Gurgaon,nirvana country,houses,10.0,14285.0,7000.0,5,7,2,4.0,East,relative new,135,0,0,1,0,0,0,,7000,
2229,1 BHK Flat in Sector 47 Gurgaon,irwo westend towers,flats,0.65,12059.0,539.0,1,1,2,3.0,na,old property,0,56,0,0,0,0,0,,,539
2230,3 Bedroom House for sale in Sector 15 Part 2,independent,houses,7.2,22222.0,3240.0,3,3,2,1.0,North,old property,0,67,0,0,1,0,0,,,
2231,4 BHK Flat in Sector 63 Gurgaon,dlf the arbour,flats,8.5,21519.0,3950.0,4,4,0,27.0,na,Undefined,4,0,0,0,0,0,0,,3950,
2232,3 Bedroom House for sale in New Palam Vihar,independent,houses,1.0,8796.0,1137.0,3,2,2,1.0,North,old property,0,0,0,0,0,1,0,,120,100
2233,4 BHK Flat in Sector 72 Gurgaon,tata primanti,flats,4.1,14100.0,2908.0,4,5,3,39.0,na,new property,0,103,0,1,0,0,1,2905,,
2234,3 BHK Flat in Sector 37C Gurgaon,imperia the esfera,flats,0.86,4886.0,1760.0,3,3,2,0.0,na,new property,0,35,0,0,0,0,1,1760,,
2235,3 BHK Flat in Sector 70A Gurgaon,aipl the peaceful homes,flats,2.8,11914.0,2350.0,3,4,3,22.0,north-east,relative new,0,49,0,1,0,0,0,2350,,1322
2236,3 BHK Flat in Sector 37C Gurgaon,imperia the esfera,flats,0.98,5399.0,1815.0,3,4,3,9.0,south-west,relative new,0,49,0,1,0,0,1,1815,,1510
2237,3 BHK Flat in Sector 82 Gurgaon,mapsko casa bella,flats,1.25,6377.0,1960.0,3,4,3,8.0,na,Under Construction,0,0,0,0,0,0,0,1960,,
2238,3 BHK Flat in Sector 37D Gurgaon,bptp terra,flats,1.65,8790.0,1877.0,3,3,2,15.0,east,relative new,15,116,0,0,0,0,0,1877,,
2239,2 BHK Flat in Sohna,hcbs sports ville,flats,0.38,5067.0,750.0,2,2,2,9.0,east,Undefined,1,0,0,0,0,0,0,,750,650
2240,2 BHK Flat in Sector 79 Gurgaon,supertech araville,flats,0.71,6061.0,1171.0,2,2,3,17.0,north,new property,21,53,0,0,0,0,1,1295,,1250
2241,4 Bedroom House for sale in Sector 109 Gurgaon,international city by sobha phase 1,houses,5.75,16428.0,3500.0,4,4,2,3.0,South-East,relative new,25,146,0,1,0,0,0,,4800,3500
2242,3 BHK Flat in Sector 102 Gurgaon,emaar gurgaon greens,flats,1.4,13690.0,1023.0,3,3,3,7.0,east,relative new,0,67,0,1,0,0,0,1650,,1022
2243,6 Bedroom House for sale in Maruti Kunj,independent,houses,0.65,6500.0,1000.0,6,2,3,1.0,Na,Undefined,0,0,0,0,0,0,0,,,1000
2244,3 BHK Flat in Sector 92 Gurgaon,sare crescent parc royal greens phase 1,flats,0.79,6086.0,1298.0,3,2,2,15.0,na,new property,0,25,0,0,0,0,0,1298,,
2245,3 BHK Flat in Sector 81 Gurgaon,dlf the ultima,flats,2.3,14603.0,1575.0,3,4,3,27.0,east,relative new,40,119,0,1,0,0,0,2100,,1575
2246,4 BHK Flat in Sector 49 Gurgaon,bestech park view city,flats,2.9,12169.0,2383.0,4,4,3,5.0,south-west,relative new,4,117,0,1,0,0,0,2383,,
2247,4 Bedroom House for sale in Sector 54 Gurgaon,emaar the palm springs,houses,14.0,62222.0,2250.0,4,5,3,2.0,North,old property,84,160,1,1,0,0,0,,,
2248,2 BHK Flat in Sector 92 Gurgaon,ansal heights,flats,0.6,4546.0,1320.0,2,2,3,11.0,na,under construction,0,23,0,0,0,0,1,1320,,
2249,16 Bedroom House for sale in DLF Phase 1,dlf city plots,houses,20.0,44265.0,4518.0,16,20,3,4.0,North-East,new property,125,153,1,1,1,1,0,,,
2250,3 BHK Flat in Sector 83 Gurgaon,emaar palm gardens,flats,1.75,9210.0,1900.0,3,3,3,11.0,east,relative new,0,120,0,1,0,0,0,1900,,1240
2251,5 Bedroom House for sale in Sector 109 Gurgaon,international city by sobha phase 2,houses,6.2,25514.0,2430.0,5,5,2,2.0,South-West,relative new,55,135,0,1,0,0,0,,,
2252,5 Bedroom House for sale in DLF Phase 2,dlf city plots phase 2,houses,4.5,33333.0,1350.0,5,3,2,3.0,Na,old property,30,25,0,0,1,1,0,,,
2253,3 BHK Flat in Sector 92 Gurgaon,sare crescent parc,flats,0.51,4080.0,1250.0,3,2,2,2.0,north,relative new,0,72,0,0,0,0,0,1250,,
2254,2 BHK Flat in Sector 86 Gurgaon,pyramid elite,flats,0.46,79.0,58228.0,2,2,1,0.0,na,under construction,0,15,0,0,0,0,0,,,58141
2255,3 BHK Flat in Sector 70A Gurgaon,aipl zen residences,flats,1.82,10996.0,1655.0,3,3,3,12.0,south,relative new,0,108,0,0,0,0,0,1655,1600,1550
