,property_name,society,property_type,price,price_per_sq,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,furnish_score,features_score,study room,servant room,store room,pooja room,others,super_built_up_area,built_up_area,carpet_area
1399,3 BHK Flat in Sector 102 Gurgaon,emaar imperial gardens,flats,1.98,9900.0,2000.0,3,3,3,9.0,north,relative new,49,72,0,1,0,0,0,,,2000
1400,3 BHK Flat in Sushant Lok Phase 1,silverglades hightown residences,flats,4.2,19767.0,2125.0,3,4,2,7.0,east,Under Construction,0,42,0,0,0,0,0,2150,,
1401,2 BHK Flat in Sector 85 Gurgaon,ss the leaf,flats,1.06,6343.0,1671.0,2,2,2,12.0,south,relative new,0,44,0,0,0,0,0,1671,,
1402,12 Bedroom House for sale in Sector 46 Gurgaon,independent,houses,6.5,27461.0,2367.0,12,12,3,4.0,North-West,relative new,50,32,1,0,0,1,0,,,
1403,3 BHK Flat in Sector 66 Gurgaon,emaar mgf the palm drive,flats,3.4,15454.0,2200.0,3,4,3,9.0,east,relative new,49,96,0,1,1,0,0,2200,,
1404,2 BHK Flat in Sector 65 Gurgaon,m3m skycity,flats,1.8,13700.0,1314.0,2,2,3,13.0,na,new property,0,73,0,0,0,0,0,,,1310
1405,2 BHK Flat in Sector 91 Gurgaon,tarc maceo,flats,0.89,6339.0,1404.0,2,2,3,9.0,east,relative new,21,13,0,0,0,0,1,1404,,1200
1406,2 BHK Flat in Sector 70A Gurgaon,aipl zen residences,flats,1.65,13074.0,1262.0,2,2,3,23.0,north-west,new property,0,81,0,0,0,0,0,1262,,
1407,3 BHK Flat in Sector 90 Gurgaon,shree vardhman flora,flats,0.95,6333.0,1500.0,3,3,3,9.0,south-east,relative new,0,90,0,1,0,0,0,,,1500
1408,2 BHK Flat in Sector 90 Gurgaon,green court,flats,0.47,6811.0,690.0,2,2,1,0.0,east,new property,10,49,0,0,0,0,0,,,690
1409,4 Bedroom House for sale in Nirvana Country,unitech aspen greens,houses,6.8,31481.0,2160.0,4,5,3,3.0,West,old property,97,111,1,1,0,0,0,,220,200
1410,3 BHK Flat in Sector 109 Gurgaon,ats tourmaline,flats,2.3,8897.0,2585.0,3,4,3,10.0,east,new property,0,74,0,1,0,0,1,2585,,
1411,3 BHK Flat in Sector 95 Gurgaon,saan verdante,flats,2.0,10178.0,1965.0,3,4,3,5.0,north,new property,0,49,0,1,0,0,0,1965,,1935
1412,9 Bedroom House for sale in Palam Vihar,independent,houses,3.65,23442.0,1557.0,9,9,3,3.0,West,new property,168,116,0,1,0,1,0,,,
1413,3 BHK Flat in Sector 105 Gurgaon,uphaar homes,flats,0.45,4736.0,950.0,3,2,1,1.0,na,relative new,27,44,0,0,0,0,0,,,950
1414,2 BHK Flat in Sector 85 Gurgaon,godrej air,flats,1.4,10000.0,1400.0,2,2,3,23.0,na,Undefined,0,0,0,0,0,0,0,,1400,900
1415,2 BHK Flat in Sohna,breez global heights,flats,0.46,4842.0,950.0,2,2,2,4.0,north-east,relative new,119,93,0,0,0,0,0,950,800,700
1416,2 BHK Flat in Sector 95 Gurgaon,sidhartha ncr one phase,flats,0.6,4800.0,1250.0,2,2,3,10.0,north-east,Undefined,1,0,0,0,0,0,0,,1250,
1417,4 Bedroom House for sale in Sector 70A Gurgaon,bptp visionnaire,houses,5.4,20690.0,2610.0,4,5,3,3.0,North,relative new,89,136,1,1,1,1,0,,,
1418,2 BHK Flat in Sector 65 Gurgaon,m3m heights,flats,1.9,13991.0,1358.0,2,2,2,40.0,na,Undefined,1,0,0,0,0,0,0,,1358,
1419,3 BHK Flat in Sector 81 Gurgaon,bestech park view ananda,flats,1.1,6686.0,1645.0,3,2,3,5.0,east,relative new,0,150,0,0,0,0,0,1645,,1034
1420,4 BHK Flat in Sector 38 Gurgaon,navjyoti apartment,flats,2.1,11938.0,1759.0,4,4,3,10.0,north,old property,72,22,0,0,0,0,0,,,1759
1421,4 BHK Flat in Sector 48 Gurgaon,vipul world floors,flats,4.3,13870.0,3100.0,4,5,3,4.0,east,new property,0,88,1,1,0,1,0,,,3100
1422,3 Bedroom House for sale in Farukhnagar,independent,houses,0.52,5778.0,900.0,3,2,2,2.0,Na,new property,0,0,0,0,0,0,0,,,
1423,2 BHK Flat in Sector 89 Gurgaon,smart world gems,flats,0.85,7706.0,1103.0,2,2,2,2.0,north-east,Under Construction,0,0,1,0,0,0,0,,,1103
1424,1 Bedroom House for sale in Sushant Lok Phase 1,ansal sushant lok plots,houses,3.3,26570.0,1242.0,1,1,0,,Na,Under Construction,0,0,0,0,0,0,0,,,
1425,4 Bedroom House for sale in Sector 109 Gurgaon,international city by sobha phase 1,houses,5.7,10556.0,5400.0,4,5,3,3.0,East,relative new,27,160,1,1,1,1,0,,,
1426,4 BHK Flat in Sector 91 Gurgaon,tarc maceo,flats,1.8,7758.0,2320.0,4,3,3,0.0,north,relative new,97,45,1,0,0,1,0,,,2320
1427,3 Bedroom House for sale in Sector 48 Gurgaon,vipul tatvam villa,houses,7.25,27971.0,2592.0,3,4,2,2.0,South,relative new,103,115,1,1,1,1,0,,,
1428,3 BHK Flat in Sector 85 Gurgaon,ss the leaf,flats,1.78,7392.0,2408.0,3,4,3,6.0,west,new property,25,113,0,0,1,0,0,2408,,
1429,2 BHK Flat in Sector 90 Gurgaon,mrg world ultimus,flats,0.5,6983.0,716.0,2,2,2,1.0,north-east,Under Construction,0,21,0,0,0,0,0,,,716
1430,2 BHK Flat in Sector 68 Gurgaon,supertech hues,flats,1.0,8474.0,1180.0,2,2,2,12.0,na,new property,0,54,0,0,0,0,0,,,1180
1431,1 BHK Flat in Sector 56 Gurgaon,smriti apartment,flats,0.45,7500.0,600.0,1,1,2,3.0,na,old property,0,57,0,0,0,0,0,600,,
1432,3 BHK Flat in Sector 70 Gurgaon,tulip orange,flats,1.1,8148.0,1350.0,3,2,2,5.0,east,Undefined,1,0,0,0,0,0,0,,1350,1080
1433,1 BHK Flat in Sector 62 Gurgaon,senate court,flats,0.9,14084.0,639.0,1,1,0,0.0,na,Undefined,0,0,0,0,0,0,0,,639,
1434,3 BHK Flat in Sector 37C Gurgaon,piedmont taksila heights,flats,1.05,4792.0,2191.0,3,3,3,7.0,na,relative new,43,81,0,0,0,0,0,1920,,
1435,3 BHK Flat in Sector 70 Gurgaon,tulip orange,flats,1.0,10309.0,970.0,3,2,2,3.0,na,relative new,9,58,0,0,0,0,0,,,970
1436,1 Bedroom House for sale in Sector 37D Gurgaon,independent,houses,1.16,7539.0,1539.0,1,1,0,1.0,Na,Undefined,1,0,0,0,0,0,0,,1535,
1437,3 BHK Flat in Sector 99 Gurgaon,vatika sovereign park,flats,2.45,8812.0,2780.0,3,4,3,1.0,east,new property,43,165,0,1,0,0,0,2780,,
1438,4 Bedroom House for sale in Palam Vihar,ansals palam vihar,houses,4.0,16666.0,2400.0,4,4,3,2.0,North-East,relative new,0,0,0,1,0,0,0,,,
1439,3 BHK Flat in Sector 107 Gurgaon,signature global solera,flats,0.6,8000.0,750.0,3,2,2,8.0,na,Undefined,1,0,0,0,0,0,0,,750,650
1440,19 Bedroom House for sale in Sector 17A Gurgaon,independent,houses,3.93,24214.0,1623.0,19,17,3,4.0,North-West,relative new,0,74,1,1,1,1,0,,1622,
1441,2 BHK Flat in Sector 103 Gurgaon,indiabulls centrum park,flats,1.05,5861.0,1792.0,2,2,3,1.0,west,relative new,39,0,0,0,0,0,0,,1365,900
1442,3 BHK Flat in Sector 79 Gurgaon,mapsko mount ville,flats,1.25,8389.0,1490.0,3,3,3,16.0,north,relative new,80,49,0,0,0,0,0,,,1490
1443,2 BHK Flat in Ashok Vihar Phase 2,shyamkunj ashok vihar pahse 2,flats,0.3,4444.0,675.0,2,2,1,1.0,east,relative new,6,21,0,0,0,0,0,,,675
1444,4 BHK Flat in Shankar Vihar,dlf city,flats,2.02,8080.0,2500.0,4,3,1,2.0,na,new property,0,0,0,0,0,0,0,2500,,
1445,2 BHK Flat in Sector-11 sohna,global hill view,flats,0.3,4599.0,652.0,2,2,2,16.0,south-east,relative new,0,0,0,0,0,0,0,,,761
