society,property_type,sector,price,price_per_sq,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,furnish_score,features_score,study room,servant room,store room,pooja room,others
independent,houses,sector 46,6.81,36911.0,1845.0,12.0,14.0,3.0,3.0,East,new property,fullyfurnished,mid,0.0,1.0,0.0,0.0,1.0
eros rosewood city,houses,sector 49,1.6,31481.0,508.0,4.0,4.0,3.0,4.0,East,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
supertech hilltown,flats,sector 2,0.8,5556.0,1440.0,3.0,2.0,3.0,8.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
shapoorji pallonji joyville gurugram,flats,sector 102,0.95,10383.0,915.0,2.0,2.0,2.0,14.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 45,16.0,35000.0,4571.0,6.0,7.0,3.0,3.0,East,relative new,semifurnished,mid,1.0,1.0,1.0,1.0,0.0
bestech park view grand spa,flats,sector 81,4.2,10000.0,4200.0,4.0,4.0,3.0,25.0,south,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
m3m woodshire,flats,sector 107,1.3,10815.0,1202.0,3.0,3.0,3.0,7.0,na,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
emaar imperial gardens,flats,sector 102,2.05,9876.0,2076.0,3.0,4.0,3.0,14.0,south,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
orchid petals,flats,sector 49,2.45,11887.0,2061.0,3.0,3.0,3.0,0.0,north-east,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
unitech espace,houses,sector 50,11.0,40741.0,2700.0,4.0,4.0,3.0,2.0,North,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
ashok vihar phase iii extension,houses,sector 3 phase 3 extension,0.4,8889.0,450.0,7.0,4.0,3.0,4.0,Na,new property,semifurnished,low,0.0,0.0,0.0,1.0,0.0
shree vardhman flora,flats,sector 90,0.65,5000.0,1300.0,2.0,2.0,2.0,12.0,east,old property,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
shree vardhman victoria,flats,sector 70,1.55,7948.0,1950.0,3.0,5.0,3.0,8.0,south,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
tulip violet,flats,sector 69,1.32,8411.0,1569.0,3.0,3.0,1.0,12.0,south-west,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
godrej air,flats,sector 85,1.83,10005.0,1829.0,3.0,3.0,3.0,18.0,na,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
vatika independent floors,flats,sector 82,0.67,5826.0,1150.0,2.0,2.0,3.0,2.0,na,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
birla navya,houses,sector 63a,3.85,15437.0,2494.0,3.0,3.0,3.0,4.0,Na,new property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
ats triumph,flats,sector 104,2.65,8412.0,3150.0,4.0,4.0,3.0,14.0,east,relative new,semifurnished,low,0.0,1.0,0.0,0.0,0.0
chd avenue,flats,sector 71,1.16,6655.0,1743.0,3.0,3.0,3.0,5.0,south-west,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
m3m woodshire,flats,sector 107,1.39,5887.0,2361.0,3.0,4.0,3.0,6.0,east,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
mvn athens,flats,sohna road,0.24,7056.0,340.0,1.0,1.0,1.0,12.0,west,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
mapsko mount ville,flats,sector 79,1.65,9091.0,1815.0,3.0,3.0,0.0,12.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
dlf new town heights,flats,sector 90,1.75,5720.0,3059.0,4.0,4.0,3.0,17.0,south,relative new,unfurnished,mid,0.0,1.0,0.0,1.0,0.0
bptp terra,flats,sector 37d,1.17,8297.0,1410.0,2.0,2.0,2.0,0.0,north-east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
ireo the grand arch,flats,sector 58,3.8,17560.0,2164.0,3.0,4.0,1.0,19.0,west,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
m3m skywalk,flats,sector 74,1.54,11000.0,1400.0,2.0,2.0,3.0,22.0,south,relative new,unfurnished,high,0.0,0.0,0.0,0.0,1.0
gls arawali homes,flats,sohna road,0.29,6035.0,481.0,2.0,2.0,2.0,9.0,east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
vipul tatvam villa,houses,sector 48,8.4,21000.0,4000.0,4.0,5.0,3.0,2.0,North,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
krrish florence estate,flats,sector 70,1.3,5600.0,2321.0,3.0,3.0,3.0,17.0,na,under construction,semifurnished,low,0.0,0.0,0.0,0.0,0.0
umang monsoon breeze,flats,sector 78,1.2,6493.0,1848.0,3.0,3.0,2.0,8.0,na,relative new,semifurnished,low,0.0,0.0,0.0,1.0,0.0
capital residences 360,flats,sector 70a,1.68,8502.0,1976.0,3.0,3.0,3.0,5.0,north-east,new property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
today callidora,flats,sector 73,0.9,5548.0,1622.0,3.0,3.0,3.0,3.0,east,under construction,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 2,3.0,19268.0,1557.0,6.0,4.0,3.0,3.0,South,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
m3m golf hills,flats,sector 79,1.45,10211.0,1420.0,2.0,2.0,3.0,15.0,na,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
espire south,flats,sector 68,1.32,9050.0,1459.0,2.0,2.0,2.0,9.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
m3m skywalk,flats,sector 74,1.48,12333.0,1200.0,2.0,2.0,3.0,13.0,north-east,relative new,unfurnished,high,0.0,0.0,1.0,0.0,0.0
imperia aashiyara,flats,sector 37c,0.4,5882.0,680.0,2.0,2.0,3.0,3.0,na,under construction,unfurnished,high,0.0,0.0,0.0,0.0,0.0
prasha apartments,flats,manesar,0.75,3309.0,2267.0,3.0,3.0,3.0,3.0,west,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
ardee city,houses,sector 52,2.25,16071.0,1400.0,3.0,3.0,3.0,4.0,South-East,new property,semifurnished,low,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 6,1.0,41666.0,240.0,6.0,4.0,0.0,3.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
tulip violet,flats,sector 69,1.72,8730.0,1970.0,4.0,4.0,1.0,12.0,north-east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 2,1.15,19360.0,594.0,3.0,3.0,2.0,2.0,South-East,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
hsiidc sidco aravali,flats,manesar,0.81,3129.0,2589.0,3.0,3.0,3.0,2.0,south-west,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
microtek greenburg,flats,sector 86,1.25,8445.0,1480.0,2.0,2.0,3.0,13.0,west,relative new,unfurnished,low,1.0,0.0,0.0,0.0,0.0
signature the roselia,flats,sector 95,0.45,7908.0,569.0,2.0,2.0,2.0,2.0,east,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
signature global park,flats,sohna road,0.75,6938.0,1081.0,2.0,2.0,0.0,1.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 4,0.92,15257.0,603.0,4.0,4.0,3.0,4.0,East,relative new,semifurnished,low,0.0,0.0,0.0,0.0,1.0
sidhivinayak apartments,flats,sector 55,1.9,10555.0,1800.0,4.0,3.0,3.0,9.0,north,relative new,fullyfurnished,mid,0.0,0.0,0.0,1.0,0.0
m3m golfestate,flats,sector 65,5.9,17484.0,3375.0,3.0,3.0,3.0,18.0,north,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
m3m woodshire,flats,sector 107,1.4,5929.0,2361.0,3.0,4.0,0.0,1.0,east,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
vipul tatvam villa,houses,sector 48,8.4,21000.0,4000.0,4.0,5.0,3.0,2.0,North,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
godrej meridien,houses,sector 106,5.6,14000.0,4000.0,5.0,4.0,3.0,33.0,North-East,new property,semifurnished,high,1.0,1.0,1.0,1.0,0.0
independent,houses,sector 28,0.45,90000.0,50.0,5.0,3.0,0.0,1.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
tulip ivory,flats,sector 70,2.0,8333.0,2400.0,4.0,5.0,3.0,2.0,south-east,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
signature global park,flats,sohna road,0.91,6289.0,1447.0,3.0,3.0,3.0,1.0,west,relative new,unfurnished,high,0.0,0.0,0.0,1.0,0.0
the lions cghs,flats,sector 56,2.05,9534.0,2150.0,4.0,4.0,3.0,7.0,west,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,1.0
vatika gurgaon,flats,sector 83,1.05,7000.0,1500.0,3.0,3.0,3.0,3.0,south-west,relative new,unfurnished,mid,0.0,0.0,1.0,0.0,0.0
independent,houses,sector 14,3.4,15111.0,2250.0,3.0,3.0,3.0,1.0,North-West,old property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
signature global solera,flats,sector 107,0.36,5980.0,602.0,2.0,2.0,1.0,7.0,north-west,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
uppal southend,houses,sector 49,6.75,290948.0,232.0,12.0,12.0,3.0,3.0,West,relative new,fullyfurnished,mid,1.0,1.0,0.0,1.0,1.0
hcbs sports ville,flats,sohna road,0.22,4603.0,478.0,1.0,1.0,1.0,9.0,east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
experion the heartsong,flats,sector 108,1.68,8387.0,2003.0,3.0,3.0,3.0,4.0,east,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
parsvnath exotica,flats,sector 53,6.5,19174.0,3390.0,4.0,5.0,3.0,10.0,south,relative new,semifurnished,high,1.0,1.0,0.0,1.0,0.0
international city by sobha phase 2,houses,sector 109,6.44,26502.0,2430.0,4.0,5.0,3.0,3.0,North-East,new property,unfurnished,high,1.0,1.0,1.0,1.0,0.0
independent,houses,sector 31,3.69,23699.0,1557.0,4.0,4.0,2.0,2.0,East,relative new,fullyfurnished,mid,1.0,1.0,0.0,1.0,0.0
supertech araville,flats,sector 79,0.78,6023.0,1295.0,2.0,2.0,3.0,17.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 1,4.75,10556.0,4500.0,6.0,7.0,0.0,4.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
"godrej 101, sector 79",flats,sector 79,1.25,9038.0,1383.0,2.0,2.0,3.0,1.0,east,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
raheja vedaanta,flats,sector 108,1.5,5263.0,2850.0,3.0,4.0,0.0,12.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
dlf carlton estate,flats,sector 43,2.0,14214.0,1407.0,3.0,3.0,2.0,5.0,south-west,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
tulip violet,flats,sector 69,2.0,10167.0,1967.0,4.0,4.0,1.0,12.0,na,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
m3m soulitude,flats,sector 89,1.42,9978.0,1423.0,3.0,3.0,2.0,3.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
m3m heights,flats,sector 65,3.67,17990.0,2040.0,3.0,3.0,2.0,27.0,na,under construction,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
dnha cghs,flats,sector 1,0.85,3864.0,2200.0,3.0,3.0,0.0,5.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
supertech araville,flats,sector 79,1.35,6940.0,1945.0,3.0,3.0,3.0,4.0,na,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
godrej oasis,flats,sector 88a,1.45,8367.0,1733.0,2.0,2.0,3.0,9.0,na,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
earth copia,flats,sector 112,0.7,4673.0,1498.0,2.0,2.0,2.0,4.0,east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
trisara our homes 3,flats,sohna road,0.21,4339.0,484.0,1.0,1.0,0.0,2.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
sobha city,flats,sector 108,2.6,15195.0,1711.0,3.0,3.0,2.0,8.0,east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
sare green parc phase 3,flats,sector 92,1.1,6875.0,1600.0,4.0,3.0,2.0,12.0,north,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
alpha corp gurgaonone,flats,sector 84,2.2,7586.0,2900.0,4.0,4.0,3.0,10.0,south,relative new,unfurnished,low,0.0,1.0,0.0,0.0,0.0
bestech park view ananda,flats,sector 81,0.87,7951.0,1094.0,2.0,2.0,3.0,8.0,west,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
m3m woodshire,flats,sector 107,0.8,5856.0,1366.0,2.0,2.0,3.0,7.0,north-east,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
emaar mgf the palm drive,flats,sector 66,3.5,15909.0,2200.0,3.0,3.0,3.0,7.0,north-east,relative new,semifurnished,high,0.0,1.0,1.0,0.0,0.0
emaar mgf palm hills,flats,sector 77,1.25,8620.0,1450.0,3.0,4.0,3.0,3.0,north,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
independent,houses,sector 46,4.25,23148.0,1836.0,5.0,4.0,2.0,3.0,North-East,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
experion the heartsong,flats,sector 108,1.36,6542.0,2079.0,3.0,2.0,3.0,2.0,na,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
dlf new town heights,flats,sector 91,1.75,7402.0,2364.0,4.0,4.0,3.0,9.0,south,relative new,unfurnished,mid,0.0,1.0,0.0,1.0,0.0
emaar mgf the palm drive,flats,sector 66,3.45,15681.0,2200.0,3.0,4.0,3.0,6.0,east,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 43,5.75,23662.0,2430.0,4.0,4.0,2.0,4.0,North,under construction,semifurnished,high,0.0,1.0,1.0,0.0,0.0
shree vardhman victoria,flats,sector 70,1.55,7948.0,1950.0,3.0,3.0,3.0,6.0,south-east,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,1.0
independent,houses,sector 11,2.5,17857.0,1400.0,5.0,4.0,3.0,1.0,East,old property,unfurnished,low,0.0,0.0,1.0,0.0,0.0
independent,houses,sector 39,15.0,33333.0,4500.0,5.0,5.0,3.0,4.0,Na,relative new,fullyfurnished,mid,0.0,1.0,0.0,0.0,0.0
emaar digihomes,flats,sector 62,2.15,14257.0,1508.0,2.0,2.0,3.0,31.0,na,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
international city by sobha phase 1,houses,sector 109,5.5,21605.0,2546.0,4.0,4.0,3.0,2.0,North-East,new property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
unitech aspen greens,houses,sector 50,7.0,32407.0,2160.0,4.0,4.0,2.0,2.0,East,old property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
m3m woodshire,flats,sector 107,1.2,6176.0,1943.0,3.0,3.0,3.0,7.0,south,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
dlf the grove,flats,sector 54,5.7,41245.0,1382.0,3.0,3.0,3.0,1.0,east,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
m3m woodshire,flats,sector 107,1.15,7496.0,1534.0,2.0,2.0,3.0,0.0,north-east,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
sare crescent parc,flats,sector 92,0.8,6033.0,1326.0,3.0,2.0,2.0,3.0,north-east,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 12,3.5,133079.0,263.0,8.0,8.0,3.0,3.0,South-East,relative new,fullyfurnished,mid,1.0,1.0,0.0,1.0,0.0
international city by sobha phase 2,houses,sector 109,9.5,26389.0,3600.0,5.0,5.0,3.0,2.0,South,relative new,unfurnished,high,1.0,1.0,1.0,1.0,0.0
capital residences 360,flats,sector 70a,1.18,8137.0,1450.0,2.0,2.0,3.0,7.0,east,new property,unfurnished,high,0.0,0.0,0.0,1.0,0.0
woodstock floors,flats,sector 50,1.05,10627.0,988.0,2.0,2.0,2.0,2.0,north,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
south city 1 floors,flats,sector 41,3.4,11724.0,2900.0,4.0,4.0,3.0,0.0,na,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
la vida by tata housing,flats,sector 113,2.35,13352.0,1760.0,3.0,4.0,3.0,3.0,west,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
ireo the corridors,flats,sector 67a,1.5,11111.0,1350.0,2.0,2.0,2.0,10.0,na,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
emaar mgf marbella,houses,sector 66,12.0,38095.0,3150.0,5.0,6.0,3.0,4.0,North-East,new property,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
dlf new town heights,flats,sector 91,1.8,7679.0,2344.0,4.0,4.0,3.0,6.0,na,relative new,unfurnished,mid,0.0,1.0,0.0,1.0,0.0
ss the leaf,flats,sector 85,1.31,7987.0,1640.0,2.0,2.0,2.0,5.0,west,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
bestech park view grand spa,flats,sector 81,2.25,8458.0,2660.0,3.0,4.0,3.0,8.0,west,relative new,semifurnished,high,1.0,1.0,1.0,0.0,0.0
dlf the crest,flats,sector 54,11.0,35483.0,3100.0,4.0,5.0,3.0,7.0,north-east,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
m3m skycity,flats,sector 65,3.5,17039.0,2054.0,3.0,3.0,3.0,15.0,east,new property,semifurnished,high,1.0,1.0,0.0,1.0,0.0
pareena mi casa,flats,sector 68,1.15,9236.0,1245.0,2.0,2.0,3.0,8.0,east,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 31,3.25,22429.0,1449.0,4.0,4.0,3.0,3.0,Na,relative new,semifurnished,mid,1.0,1.0,1.0,1.0,0.0
umang monsoon breeze,flats,sector 78,0.95,5491.0,1730.0,3.0,3.0,2.0,9.0,east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
orris aster court premier,flats,sector 85,1.38,6509.0,2120.0,3.0,4.0,2.0,6.0,north-east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
emaar mgf marbella,houses,sector 66,12.0,37037.0,3240.0,4.0,4.0,3.0,3.0,East,relative new,fullyfurnished,high,1.0,1.0,1.0,1.0,0.0
awho shanti vihar,flats,sector 95,0.82,9879.0,830.0,2.0,2.0,3.0,13.0,east,new property,unfurnished,high,1.0,0.0,0.0,0.0,0.0
conscient elevate,flats,sector 59,3.9,16993.0,2295.0,3.0,1.0,0.0,0.0,na,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
supertech araville,flats,sector 79,0.78,6024.0,1295.0,2.0,2.0,3.0,0.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
m3m soulitude,flats,sector 89,1.33,16985.0,783.0,3.0,3.0,3.0,4.0,north-west,under construction,unfurnished,high,1.0,0.0,0.0,0.0,0.0
ats tourmaline,flats,sector 109,1.4,8000.0,1750.0,3.0,3.0,3.0,5.0,east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
shapoorji pallonji joyville gurugram,flats,sector 102,1.1,12181.0,903.0,2.0,2.0,1.0,8.0,na,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
conscient heritage max,flats,sector 102,2.15,9306.0,2310.0,3.0,4.0,3.0,13.0,south,relative new,unfurnished,mid,1.0,1.0,0.0,0.0,0.0
independent,houses,sector 23,2.4,12000.0,2000.0,3.0,3.0,2.0,2.0,North-East,relative new,unfurnished,mid,0.0,0.0,1.0,1.0,0.0
bestech park view grand spa,flats,sector 81,4.0,9523.0,4200.0,4.0,5.0,3.0,15.0,west,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
dlf regal gardens,flats,sector 90,1.78,8036.0,2215.0,4.0,4.0,3.0,8.0,south,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
emaar mgf the palm drive,flats,sector 66,3.5,15901.0,2201.0,3.0,3.0,2.0,4.0,south,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
bptp terra,flats,sector 37d,1.77,8078.0,2191.0,4.0,3.0,3.0,15.0,north,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,1.0
independent,houses,sector 9,0.22,7407.0,297.0,2.0,2.0,2.0,1.0,Na,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
tulip violet,flats,sector 69,1.55,9822.0,1578.0,3.0,3.0,2.0,5.0,north-east,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
tarc maceo,flats,sector 91,0.9,6870.0,1310.0,2.0,2.0,2.0,13.0,east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
raheja vedas,flats,sector 108,2.15,4134.0,5201.0,3.0,4.0,3.0,12.0,east,relative new,unfurnished,low,1.0,0.0,0.0,0.0,0.0
smart world orchard,flats,sector 61,2.57,15766.0,1630.0,3.0,3.0,2.0,3.0,north-east,under construction,semifurnished,low,1.0,0.0,0.0,0.0,0.0
conscient elevate,flats,sector 59,3.78,16500.0,2291.0,3.0,3.0,3.0,3.0,na,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
signature global city 81,flats,sector 81,0.82,8639.0,949.0,2.0,2.0,3.0,2.0,east,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
vipul lavanya,flats,sector 81,1.28,7174.0,1784.0,3.0,3.0,3.0,1.0,north-east,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
m3m skywalk,flats,sector 74,1.78,12500.0,1424.0,2.0,2.0,3.0,12.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
m3m skywalk,flats,sector 74,2.25,13636.0,1650.0,3.0,3.0,2.0,9.0,south,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
green campus chs,flats,manesar,0.92,4022.0,2287.0,3.0,3.0,3.0,8.0,east,relative new,unfurnished,low,0.0,1.0,0.0,0.0,0.0
m3m antalya hills,flats,sector 79,1.15,7496.0,1534.0,3.0,3.0,3.0,1.0,na,under construction,unfurnished,low,1.0,0.0,0.0,0.0,0.0
sare homes,flats,new,0.85,4786.0,1776.0,4.0,4.0,3.0,3.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ireo skyon,flats,sector 60,2.82,12818.0,2200.0,3.0,3.0,3.0,2.0,south-east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 3 phase 2,1.0,11111.0,900.0,3.0,4.0,2.0,2.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ramsons kshitij,flats,sector 95,0.19,591.0,3215.0,1.0,1.0,1.0,14.0,east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
tata primanti,houses,sector 72,8.6,12285.0,7000.0,4.0,5.0,3.0,3.0,Na,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
antriksh heights,flats,sector 84,0.85,4927.0,1725.0,3.0,3.0,3.0,10.0,north,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
godrej,flats,sector 79,2.0,8474.0,2360.0,3.0,4.0,3.0,9.0,east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
emaar palm gardens,flats,sector 83,1.55,9011.0,1720.0,3.0,3.0,3.0,4.0,west,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
unitech uniworld resorts,houses,sector 33,8.0,11428.0,7000.0,4.0,4.0,3.0,2.0,West,old property,unfurnished,mid,1.0,1.0,1.0,1.0,0.0
central park flower valley,flats,sector 33,3.3,13750.0,2400.0,3.0,3.0,3.0,2.0,na,under construction,unfurnished,mid,1.0,1.0,1.0,1.0,0.0
dlf gardencity enclave,houses,sector 93,1.3,11284.0,1152.0,3.0,2.0,1.0,3.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 28,10.5,32407.0,3240.0,5.0,6.0,3.0,3.0,Na,new property,fullyfurnished,high,1.0,1.0,0.0,1.0,0.0
unitech uniworld resorts,houses,sector 33,9.5,23333.0,4071.0,5.0,7.0,3.0,2.0,East,under construction,unfurnished,mid,1.0,1.0,1.0,1.0,0.0
pareena mi casa,flats,sector 68,1.9,9227.0,2059.0,3.0,3.0,3.0,1.0,na,under construction,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
signature global grand iva,flats,sector 103,0.3,8290.0,362.0,1.0,2.0,2.0,5.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
bestech park view ananda,flats,sector 81,1.15,6927.0,1660.0,3.0,2.0,3.0,12.0,east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
ss the leaf,flats,sector 83,1.19,7225.0,1647.0,2.0,2.0,3.0,4.0,south-east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
adani aangan galleria,flats,sector 89,0.25,5000.0,500.0,1.0,1.0,1.0,6.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
tulip monsella,flats,sector 53,5.6,19363.0,2892.0,3.0,3.0,3.0,1.0,na,under construction,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
the close north,flats,sector 50,2.65,11276.0,2350.0,3.0,3.0,3.0,3.0,south-east,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
ramprastha the edge towers,flats,sector 37d,1.1,5528.0,1990.0,3.0,3.0,3.0,9.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ireo the corridors,flats,sector 67a,1.7,9843.0,1727.0,3.0,3.0,2.0,10.0,north-east,new property,semifurnished,mid,0.0,1.0,0.0,0.0,1.0
dlf city plots,houses,sector 26,4.0,40775.0,981.0,4.0,3.0,2.0,2.0,Na,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
shapoorji pallonji joyville gurugram,flats,sector 102,1.95,10529.0,1852.0,3.0,3.0,3.0,10.0,north-east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
emaar mgf emerald estate,flats,sector 65,1.3,20602.0,631.0,2.0,2.0,2.0,7.0,west,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
pareena coban residences,flats,sector 99a,1.3,6510.0,1997.0,3.0,3.0,0.0,16.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
pioneer park,flats,sector 61,2.1,11666.0,1800.0,3.0,3.0,3.0,15.0,south-east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
silverglades the melia,flats,sohna road,1.01,7000.0,1443.0,2.0,2.0,3.0,12.0,na,under construction,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
dhoot time residency,flats,sector 63,3.0,18271.0,1642.0,3.0,3.0,3.0,14.0,na,relative new,semifurnished,low,0.0,1.0,0.0,0.0,0.0
indiabulls enigma,flats,sector 110,4.1,10567.0,3880.0,5.0,5.0,2.0,10.0,east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
