property_type,sector,price,area,bedRoom,bathroom,balcony,floor,agePossession,furnish,features,study room,servant room,store room,pooja room,others
flats,sector 85,2.2,1968.0,4.0,5.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,1.0,0.0,1.0,0.0
flats,sector 92,0.72,1600.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 109,1.5,2150.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 84,0.73,1200.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,high,1.0,0.0,1.0,1.0,0.0
flats,sector 33,1.4,650.0,3.0,3.0,3.0,Low Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 3,0.55,820.0,2.0,2.0,1.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 107,0.35,547.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 92,0.75,1581.0,3.0,3.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 90,1.25,2575.0,4.0,5.0,2.0,Mid Floor,relative new,unfurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 77,0.92,1822.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 79,2.55,2675.0,4.0,5.0,2.0,Mid Floor,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 84,1.49,1963.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 65,5.2,2979.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
flats,sector 107,1.4,2361.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 69,1.55,1608.0,3.0,3.0,2.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 77,1.08,2000.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,1.0,0.0,0.0,1.0
flats,sector 2,1.59,1920.0,3.0,4.0,3.0,High Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 65,4.7,2380.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sector 109,2.2,2318.0,3.0,3.0,2.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 36a,2.3,1479.0,2.0,2.0,2.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 76,0.55,741.0,2.0,2.0,2.0,Mid Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 22,6.16,3000.0,4.0,5.0,3.0,Mid Floor,new property,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sector 43,3.25,3200.0,4.0,4.0,3.0,High Floor,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 86,1.05,1895.0,3.0,3.0,3.0,Mid Floor,under construction,unfurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sector 79,0.95,1450.0,2.0,2.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 68,1.05,1230.0,2.0,2.0,2.0,High Floor,new property,semifurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 25,9.0,3159.0,10.0,10.0,3.0,Mid Floor,old property,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 48,4.3,3100.0,4.0,5.0,3.0,Mid Floor,new property,unfurnished,mid,1.0,1.0,0.0,1.0,0.0
flats,sector 108,2.95,2003.0,3.0,4.0,2.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 37d,1.79,1993.0,4.0,3.0,3.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 108,0.87,734.0,2.0,3.0,3.0,Low Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 65,2.35,1450.0,3.0,3.0,3.0,Low Floor,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
houses,sector 5,3.5,2250.0,6.0,5.0,2.0,Mid Floor,old property,semifurnished,high,1.0,1.0,0.0,1.0,1.0
flats,sector 3,1.2,1444.0,2.0,2.0,3.0,Low Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 67,1.0,826.0,1.0,1.0,1.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 3,0.8,981.0,5.0,4.0,1.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 85,1.3,1640.0,2.0,2.0,2.0,High Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,manesar,1.1,1782.0,8.0,8.0,0.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 85,1.85,2408.0,3.0,4.0,3.0,Low Floor,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
houses,sector 24,5.0,1467.0,13.0,13.0,3.0,Mid Floor,new property,fullyfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 82,1.3,2038.0,4.0,4.0,3.0,Low Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 81,0.45,598.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
flats,sector 14,2.2,1760.0,3.0,4.0,3.0,Mid Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 104,0.75,1269.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 92,0.66,1326.0,3.0,2.0,2.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 107,1.35,2361.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 8,1.6,558.0,4.0,6.0,1.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 65,6.15,3844.0,3.0,5.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 107,0.5,560.0,2.0,2.0,2.0,High Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,manesar,1.25,2651.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 49,3.6,3020.0,4.0,5.0,3.0,Mid Floor,relative new,fullyfurnished,low,0.0,1.0,0.0,1.0,0.0
flats,sector 69,0.9,1500.0,3.0,2.0,3.0,Low Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 2,2.95,1845.0,4.0,4.0,3.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 31,4.6,1426.0,2.0,2.0,2.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 85,1.77,2408.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
houses,sector 26,5.8,1800.0,5.0,5.0,3.0,Low Floor,old property,unfurnished,mid,1.0,1.0,1.0,1.0,0.0
flats,sector 72,4.0,2905.0,4.0,5.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 102,1.35,915.0,2.0,2.0,2.0,Mid Floor,under construction,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 111,3.45,2950.0,4.0,5.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 12,1.7,1800.0,1.0,1.0,2.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,manesar,0.68,1526.0,3.0,3.0,3.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 89,0.65,1251.0,2.0,2.0,2.0,High Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 85,1.3,1671.0,2.0,2.0,3.0,High Floor,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
flats,sector 81,2.34,2092.0,3.0,4.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 67a,1.85,1941.0,3.0,4.0,3.0,Mid Floor,new property,semifurnished,high,1.0,0.0,1.0,0.0,0.0
houses,sector 33,1.35,1210.0,2.0,2.0,2.0,Mid Floor,new property,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 95,1.1,2542.0,4.0,3.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,1.0,0.0,0.0,1.0
flats,sector 66,2.85,1950.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
houses,sector 13,0.45,936.0,1.0,1.0,0.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.2,474.0,1.0,1.0,1.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 105,0.38,50.0,2.0,2.0,2.0,Low Floor,undefined,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 12,1.35,1105.0,5.0,5.0,1.0,Mid Floor,old property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 3,1.5,1980.0,7.0,2.0,0.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 107,0.4,602.0,2.0,2.0,1.0,Mid Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 50,7.42,2160.0,4.0,4.0,3.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 28,2.58,1458.0,4.0,2.0,2.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 67,3.32,2358.0,3.0,4.0,3.0,Mid Floor,new property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 108,2.0,2338.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 90,1.65,2364.0,4.0,4.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 61,1.41,1151.0,2.0,2.0,2.0,Low Floor,under construction,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 70a,2.6,2165.0,3.0,2.0,2.0,High Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 25,3.7,2100.0,4.0,4.0,3.0,High Floor,old property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 6,0.85,67.0,5.0,2.0,2.0,Low Floor,old property,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 104,1.3,1647.0,3.0,3.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
houses,sector 17b,7.2,4521.0,4.0,4.0,2.0,Low Floor,old property,unfurnished,low,0.0,1.0,1.0,0.0,0.0
flats,sector 70,0.99,1565.0,3.0,4.0,2.0,High Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 31,9.25,2340.0,12.0,12.0,3.0,Mid Floor,new property,fullyfurnished,mid,0.0,1.0,0.0,1.0,1.0
flats,sector 68,1.13,1245.0,2.0,2.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 37c,0.9,1435.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 81,0.65,1235.0,2.0,2.0,2.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 2,0.7,900.0,1.0,1.0,0.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 83,1.18,1735.0,3.0,3.0,2.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 61,1.57,1150.0,2.0,2.0,2.0,Mid Floor,new property,semifurnished,mid,1.0,0.0,0.0,0.0,1.0
flats,sector 50,2.92,2605.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 83,1.76,1900.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 68,1.45,1508.0,3.0,2.0,3.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.9,1120.0,3.0,2.0,0.0,Low Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 104,2.3,2300.0,3.0,4.0,3.0,High Floor,new property,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 88a,1.3,1791.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 106,1.05,1385.0,2.0,2.0,2.0,Mid Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 79,1.2,1490.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 37d,1.36,1537.0,3.0,3.0,3.0,Low Floor,under construction,unfurnished,mid,0.0,0.0,0.0,1.0,1.0
flats,sector 104,0.22,301.0,1.0,2.0,2.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 103,1.25,1811.0,3.0,4.0,3.0,High Floor,under construction,unfurnished,mid,1.0,1.0,0.0,0.0,0.0
houses,sector 55,7.05,1503.0,18.0,18.0,3.0,Mid Floor,relative new,fullyfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sohna road,0.95,1465.0,2.0,2.0,3.0,Mid Floor,new property,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
houses,sector 43,3.0,558.0,12.0,12.0,3.0,Mid Floor,new property,fullyfurnished,low,0.0,0.0,0.0,0.0,1.0
flats,sector 102,2.0,1852.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 55,3.1,1548.0,5.0,4.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,1.0,1.0,0.0,0.0
flats,sector 86,1.3,2786.0,4.0,6.0,2.0,High Floor,new property,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
houses,sector 70a,4.7,2610.0,4.0,4.0,3.0,Mid Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
houses,sector 7,2.3,1350.0,5.0,3.0,3.0,Mid Floor,old property,unfurnished,mid,1.0,1.0,0.0,1.0,0.0
flats,sector 110,3.45,3400.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sohna road,0.66,1274.0,2.0,2.0,3.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 54,5.7,1382.0,3.0,3.0,3.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 107,1.8,2361.0,3.0,4.0,3.0,Low Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 22,1.65,1380.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,1.0,1.0
flats,sector 102,0.45,750.0,1.0,1.0,2.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.9,1465.0,2.0,2.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
houses,sector 105,1.15,3501.0,3.0,2.0,1.0,Low Floor,undefined,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,new sector 2,0.28,884.0,2.0,1.0,1.0,Low Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,1.0
houses,sector 56,3.25,1512.0,5.0,6.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,1.0
flats,sector 85,2.15,1968.0,4.0,5.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 56,1.39,1650.0,3.0,2.0,3.0,Mid Floor,old property,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sector 37c,0.99,1800.0,3.0,3.0,1.0,Mid Floor,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 83,0.95,1508.0,3.0,3.0,3.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 65,5.0,2700.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
flats,sector 86,0.5,516.0,2.0,2.0,2.0,Mid Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 67,2.7,2350.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
flats,sector 107,0.3,489.0,2.0,2.0,1.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 107,1.32,2085.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.28,567.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.71,1266.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
flats,dwarka expressway,1.3,1400.0,3.0,3.0,2.0,Mid Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 106,1.2,1760.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,manesar,1.5,2359.0,4.0,5.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 67,3.49,2685.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 112,2.8,2441.0,2.0,3.0,2.0,Mid Floor,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 66,4.5,4246.0,5.0,5.0,3.0,High Floor,new property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 103,0.8,1361.0,2.0,2.0,3.0,Mid Floor,new property,unfurnished,high,0.0,0.0,0.0,1.0,0.0
houses,sector 43,2.55,1935.0,3.0,3.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 50,2.35,2093.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
houses,sector 3,0.9,112.0,3.0,3.0,0.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 85,1.12,1736.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
houses,sector 70a,0.9,1187.0,2.0,2.0,3.0,Mid Floor,new property,semifurnished,high,0.0,1.0,0.0,0.0,1.0
houses,sector 86,2.5,3194.0,4.0,5.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,1.0
flats,sector 81,2.5,2132.0,3.0,3.0,2.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
houses,sector 17,3.5,1440.0,6.0,5.0,3.0,Mid Floor,old property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 112,3.29,2802.0,3.0,3.0,3.0,Low Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 99,0.5,587.0,2.0,1.0,2.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 54,1.55,2100.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,1.0,1.0
flats,sector 99,3.25,3360.0,4.0,4.0,3.0,Low Floor,new property,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sohna road,0.88,791.0,2.0,2.0,2.0,High Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 17,0.32,565.0,5.0,1.0,0.0,Low Floor,undefined,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.72,1255.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 4,3.3,2250.0,3.0,3.0,2.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 102,1.75,1931.0,3.0,4.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 69,3.25,3216.0,4.0,5.0,3.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,1.0,1.0
houses,sector 24,1.45,540.0,3.0,3.0,1.0,Mid Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 77,1.09,2025.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,1.0
houses,sector 25,6.5,1935.0,9.0,9.0,3.0,Mid Floor,old property,fullyfurnished,high,1.0,1.0,1.0,1.0,0.0
flats,sector 78,0.8,1654.0,3.0,2.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 106,0.92,1385.0,2.0,2.0,3.0,Low Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 70,1.62,1950.0,3.0,5.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sohna road,0.3,481.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 47,1.8,3000.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
flats,sector 113,2.75,2597.0,4.0,4.0,3.0,High Floor,under construction,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
flats,sector 3,0.5,650.0,2.0,2.0,1.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 69,1.75,1970.0,4.0,4.0,1.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 85,1.3,1240.0,2.0,2.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
flats,dwarka expressway,1.08,1756.0,3.0,3.0,0.0,Mid Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 86,0.6,750.0,3.0,2.0,2.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 84,1.2,1610.0,2.0,2.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
flats,sector 76,1.9,1672.0,3.0,3.0,2.0,Low Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 50,2.97,2605.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
houses,sector 26,18.0,4518.0,5.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,1.0,1.0,1.0,0.0
flats,sector 109,1.75,2150.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
houses,sector 50,12.5,3078.0,6.0,5.0,3.0,Mid Floor,relative new,fullyfurnished,low,1.0,1.0,0.0,1.0,0.0
flats,sector 2,0.98,1414.0,2.0,2.0,3.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 33,8.0,4500.0,6.0,5.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 89,1.01,1103.0,2.0,2.0,2.0,Mid Floor,under construction,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 99,1.9,2835.0,4.0,4.0,3.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 102,1.35,1359.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 49,2.1,2016.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 88a,2.1,1725.0,4.0,4.0,3.0,Low Floor,new property,unfurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 79,0.36,471.0,2.0,2.0,1.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 37c,0.78,1365.0,2.0,2.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 105,1.3,1125.0,3.0,3.0,1.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 85,1.45,2120.0,3.0,4.0,2.0,Mid Floor,new property,unfurnished,low,0.0,1.0,0.0,0.0,0.0
houses,sector 54,25.0,8036.0,4.0,4.0,3.0,Low Floor,relative new,unfurnished,low,1.0,1.0,1.0,1.0,0.0
flats,sector 83,0.65,700.0,1.0,1.0,0.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,manesar,1.2,1845.0,3.0,4.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
flats,sector 72,3.3,2185.0,3.0,4.0,3.0,High Floor,new property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 68,1.0,1225.0,2.0,2.0,2.0,High Floor,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 69,1.36,1538.0,3.0,3.0,1.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 56,1.59,1850.0,4.0,3.0,3.0,Mid Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 86,1.25,1690.0,3.0,2.0,1.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 2,0.4,525.0,2.0,2.0,1.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 108,2.5,1711.0,3.0,3.0,2.0,High Floor,new property,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 81,0.8,546.0,2.0,2.0,2.0,Mid Floor,under construction,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 61,2.2,1630.0,3.0,3.0,2.0,Mid Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 3 phase 3 extension,1.5,3000.0,6.0,1.0,0.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 48,7.25,360.0,4.0,4.0,3.0,Low Floor,relative new,semifurnished,mid,1.0,1.0,1.0,1.0,0.0
flats,sector 92,1.12,2090.0,4.0,4.0,2.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 70,2.0,2400.0,4.0,5.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 65,1.75,1395.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
