property_type,sector,price,area,bedRoom,bathroom,balcony,floor,agePossession,furnish,features,study room,servant room,store room,pooja room,others
houses,sector 15,1.8,1800.0,4.0,3.0,1.0,Low Floor,old property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,manesar,0.9,2089.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,low,0.0,1.0,0.0,0.0,0.0
houses,sector 9,3.4,2628.0,9.0,9.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 49,3.75,1701.0,3.0,3.0,1.0,Low Floor,old property,semifurnished,low,0.0,0.0,0.0,1.0,0.0
flats,sohna road,1.14,1746.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 9,0.6,558.0,3.0,3.0,1.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 50,3.25,2537.0,3.0,4.0,3.0,Mid Floor,old property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 2,1.18,1565.0,2.0,2.0,3.0,Mid Floor,old property,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 84,0.88,1825.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 69,1.37,1538.0,3.0,3.0,1.0,High Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 113,3.45,2600.0,4.0,4.0,3.0,High Floor,under construction,semifurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 66,1.45,980.0,2.0,2.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 37d,1.71,2191.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 95,0.43,1364.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 43,2.5,963.0,7.0,7.0,3.0,Mid Floor,relative new,fullyfurnished,low,0.0,0.0,0.0,0.0,1.0
houses,sector 53,4.65,2646.0,5.0,5.0,3.0,Low Floor,relative new,fullyfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 86,1.54,1670.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 37d,1.2,900.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
flats,sector 104,1.85,2290.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 99a,0.32,553.0,2.0,2.0,2.0,High Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 7,0.45,900.0,2.0,2.0,1.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 37d,1.0,2023.0,3.0,5.0,3.0,High Floor,under construction,unfurnished,low,0.0,1.0,0.0,0.0,1.0
flats,sector 86,1.5,1540.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,high,1.0,0.0,0.0,0.0,0.0
houses,sector 39,0.34,450.0,1.0,1.0,1.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 49,6.75,4500.0,5.0,4.0,2.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 22,3.99,3090.0,3.0,5.0,3.0,Mid Floor,new property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 69,1.2,1350.0,2.0,3.0,1.0,Low Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 85,1.18,1169.0,2.0,3.0,3.0,High Floor,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 85,1.1,882.0,2.0,2.0,3.0,High Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 106,0.87,940.0,2.0,2.0,3.0,Low Floor,new property,semifurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 24,1.6,540.0,7.0,5.0,3.0,Mid Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 107,0.5,1050.0,3.0,2.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 108,0.7,1505.0,2.0,2.0,2.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.26,576.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 69,1.7,2010.0,4.0,4.0,2.0,Low Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 85,2.13,2812.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 26,5.5,1800.0,4.0,4.0,3.0,Low Floor,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
flats,sector 61,2.6,1766.0,3.0,3.0,2.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 89,1.7,1750.0,3.0,3.0,3.0,Mid Floor,under construction,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 104,2.78,3150.0,4.0,4.0,3.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,manesar,0.65,1526.0,3.0,2.0,3.0,Mid Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 102,1.42,1650.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sohna road,0.25,482.0,2.0,2.0,1.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 82,7.0,3240.0,4.0,4.0,3.0,Low Floor,relative new,fullyfurnished,mid,1.0,1.0,0.0,1.0,0.0
flats,sector 108,3.95,2343.0,3.0,5.0,2.0,High Floor,new property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 81,3.45,2792.0,4.0,4.0,3.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 24,5.8,4640.0,3.0,4.0,3.0,Mid Floor,old property,fullyfurnished,mid,1.0,1.0,0.0,1.0,1.0
flats,sector 85,2.0,3040.0,4.0,5.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,1.0,1.0,0.0,0.0
flats,sector 81,2.29,2096.0,3.0,4.0,3.0,High Floor,relative new,fullyfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 48,11.25,3980.0,4.0,5.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sector 109,1.7,2545.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 85,1.14,1640.0,2.0,2.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 63,1.5,2385.0,3.0,3.0,2.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 37d,1.45,1811.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.38,602.0,2.0,2.0,2.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 79,1.3,1620.0,3.0,3.0,2.0,Mid Floor,relative new,semifurnished,high,1.0,0.0,0.0,1.0,0.0
houses,sector 109,6.0,6228.0,4.0,5.0,3.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,manesar,0.64,1526.0,3.0,2.0,3.0,Mid Floor,old property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 50,2.35,2069.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 113,3.05,1960.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 92,0.78,969.0,2.0,2.0,2.0,Low Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 67,2.72,2350.0,4.0,4.0,3.0,Low Floor,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
flats,sector 70a,1.25,1262.0,2.0,2.0,3.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 103,2.4,2875.0,4.0,6.0,3.0,High Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 67,2.95,2411.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 37c,1.27,1756.0,3.0,3.0,3.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 102,0.97,915.0,2.0,2.0,2.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 70,1.25,1865.0,3.0,3.0,3.0,High Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 81,0.95,1360.0,2.0,2.0,2.0,High Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 104,2.62,3150.0,4.0,4.0,3.0,High Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 103,0.8,1361.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 60,3.6,2809.0,4.0,5.0,3.0,High Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 102,2.5,2149.0,3.0,4.0,3.0,High Floor,new property,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
flats,sector 49,2.51,2061.0,3.0,3.0,3.0,Mid Floor,old property,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sohna road,0.54,853.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 79,1.7,1570.0,3.0,2.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 57,4.6,2700.0,6.0,6.0,3.0,Mid Floor,old property,semifurnished,mid,1.0,1.0,1.0,1.0,0.0
houses,sector 7,0.89,477.0,5.0,3.0,2.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 92,0.61,1261.0,3.0,2.0,2.0,Mid Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,1.0
houses,sector 109,5.85,2214.0,4.0,5.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 74,1.52,1139.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,1.0,0.0,0.0
flats,sector 49,1.95,1955.0,3.0,3.0,3.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 56,0.55,610.0,1.0,2.0,1.0,Low Floor,old property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 27,8.25,1800.0,12.0,12.0,3.0,Mid Floor,new property,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
houses,sector 4,0.58,67.0,2.0,2.0,1.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,1.0,1.0
flats,sector 67,3.32,2635.0,4.0,5.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 81,0.89,1075.0,2.0,2.0,2.0,Mid Floor,under construction,semifurnished,low,0.0,0.0,0.0,0.0,1.0
houses,sector 12,1.2,846.0,4.0,4.0,2.0,Low Floor,relative new,semifurnished,low,0.0,0.0,0.0,1.0,0.0
flats,sector 112,4.75,3763.0,3.0,5.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 102,2.4,2579.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 113,2.4,2217.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 70a,0.85,930.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 66,1.85,1472.0,2.0,3.0,3.0,High Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,1.0
flats,sector 81,0.9,1360.0,2.0,2.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
houses,sector 43,15.5,5490.0,5.0,6.0,3.0,Mid Floor,relative new,unfurnished,mid,1.0,1.0,1.0,1.0,0.0
flats,sector 102,2.12,1250.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 28,4.5,360.0,4.0,4.0,0.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 50,9.8,3240.0,4.0,4.0,3.0,Low Floor,relative new,unfurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sector 68,2.22,1550.0,3.0,2.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 109,5.9,2430.0,4.0,5.0,2.0,Low Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 28,1.91,1150.0,2.0,2.0,2.0,High Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 84,0.37,583.0,2.0,2.0,1.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 50,12.0,3240.0,3.0,4.0,2.0,Low Floor,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
houses,sector 12,2.0,1350.0,5.0,5.0,2.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 48,1.78,1776.0,3.0,4.0,2.0,Mid Floor,relative new,unfurnished,mid,1.0,0.0,0.0,1.0,0.0
houses,sector 67a,1.83,2700.0,4.0,4.0,2.0,Mid Floor,new property,semifurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 71,0.9,683.0,1.0,1.0,0.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 70a,2.75,2150.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 81,2.29,2660.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 21,1.3,2000.0,5.0,5.0,2.0,Low Floor,old property,semifurnished,mid,1.0,1.0,1.0,0.0,0.0
houses,sector 25,9.9,3375.0,5.0,5.0,2.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 81,0.6,900.0,2.0,2.0,1.0,Low Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 71,0.98,1620.0,3.0,3.0,3.0,Low Floor,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 90,1.88,2727.0,4.0,4.0,3.0,High Floor,relative new,unfurnished,high,0.0,1.0,0.0,1.0,0.0
houses,sector 66,12.0,3240.0,5.0,5.0,3.0,Mid Floor,new property,semifurnished,mid,0.0,1.0,1.0,1.0,0.0
flats,sector 65,4.95,3112.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 48,6.4,2700.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,1.0,0.0,0.0
flats,sector 106,1.4,2333.0,3.0,4.0,3.0,High Floor,under construction,unfurnished,low,1.0,1.0,0.0,0.0,1.0
flats,sector 79,1.72,2048.0,3.0,4.0,3.0,Mid Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 12,1.15,2091.0,3.0,4.0,2.0,Low Floor,old property,unfurnished,low,0.0,1.0,0.0,0.0,1.0
flats,sector 82a,1.85,1818.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 58,4.85,2864.0,4.0,5.0,3.0,High Floor,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,1.0
flats,sector 85,1.24,1741.0,2.0,2.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 12,0.42,510.0,3.0,3.0,0.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,1.0,0.0
flats,sector 33,2.3,1800.0,4.0,4.0,3.0,Mid Floor,new property,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sector 83,1.19,1600.0,3.0,3.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 3,1.3,1444.0,2.0,2.0,2.0,Mid Floor,under construction,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 86,1.55,1930.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 92,0.75,1600.0,3.0,4.0,3.0,Low Floor,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
flats,sector 83,1.12,1735.0,3.0,3.0,2.0,High Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 61,2.24,1549.0,3.0,3.0,2.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,1.0
houses,sector 82,6.8,3240.0,4.0,4.0,3.0,Mid Floor,relative new,fullyfurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 4,0.47,443.0,2.0,2.0,1.0,Low Floor,new property,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
houses,sector 92,0.75,959.0,2.0,2.0,3.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 81,2.35,2092.0,3.0,4.0,3.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 70a,1.2,1700.0,3.0,3.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 107,1.29,1460.0,3.0,3.0,3.0,Low Floor,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 92,1.42,1830.0,3.0,3.0,2.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 57,1.12,1050.0,2.0,2.0,1.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 4,0.42,750.0,2.0,2.0,1.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 25,4.35,1350.0,5.0,4.0,3.0,Mid Floor,old property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 14,2.2,1760.0,3.0,4.0,3.0,Mid Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 83,1.4,1950.0,4.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,gwal pahari,7.0,6364.0,4.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sohna road,0.27,587.0,2.0,2.0,2.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 90,1.2,1930.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 69,1.3,1569.0,3.0,3.0,1.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 71,0.82,1158.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sohna road,1.2,1780.0,3.0,3.0,0.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 67a,0.7,591.0,2.0,2.0,1.0,High Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 90,1.9,3343.0,4.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sector 67,1.0,1554.0,3.0,3.0,3.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 70,1.65,2125.0,3.0,4.0,3.0,High Floor,new property,unfurnished,mid,1.0,1.0,0.0,0.0,0.0
flats,sector 47,2.4,2086.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 4,0.7,1053.0,3.0,3.0,0.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 90,2.05,2278.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 82,1.37,1565.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,high,1.0,1.0,0.0,1.0,0.0
flats,sector 90,1.8,2727.0,4.0,4.0,3.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 102,1.26,1215.0,2.0,2.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 95,0.41,562.0,2.0,2.0,2.0,High Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 24,10.0,435.0,8.0,10.0,3.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,manesar,0.48,1250.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 76,0.75,1325.0,2.0,2.0,3.0,High Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 93,0.85,597.0,2.0,2.0,0.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 25,9.0,2700.0,5.0,5.0,3.0,Mid Floor,old property,unfurnished,mid,1.0,1.0,1.0,1.0,0.0
houses,sector 7,1.0,126.0,2.0,2.0,0.0,Low Floor,old property,unfurnished,low,1.0,0.0,0.0,0.0,0.0
flats,sector 37d,1.1,1990.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 69,1.66,1974.0,4.0,4.0,1.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 67,0.56,800.0,2.0,2.0,1.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 85,0.9,1986.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 70a,1.69,1976.0,3.0,3.0,3.0,Mid Floor,new property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 3,0.8,1300.0,3.0,3.0,1.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.55,748.0,2.0,2.0,3.0,Mid Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 86,1.6,1929.0,3.0,3.0,1.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 99,0.72,7603.0,2.0,2.0,2.0,High Floor,relative new,unfurnished,mid,0.0,0.0,1.0,0.0,0.0
houses,sector 50,7.1,251.0,3.0,3.0,3.0,Low Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 85,0.9,1400.0,3.0,3.0,2.0,High Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sohna road,1.35,2200.0,3.0,3.0,3.0,Low Floor,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 111,0.36,405.0,1.0,1.0,1.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 92,0.5,640.0,3.0,3.0,1.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 7,2.0,1440.0,2.0,2.0,2.0,Low Floor,old property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 2,2.55,1557.0,3.0,3.0,2.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 37d,1.1,1250.0,3.0,3.0,3.0,Low Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 43,2.15,1650.0,1.0,1.0,0.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 79,1.93,2262.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 28,2.2,1760.0,3.0,4.0,3.0,Mid Floor,relative new,fullyfurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sector 99,0.92,1365.0,2.0,2.0,3.0,High Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 82,1.75,2535.0,4.0,5.0,3.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 81,2.2,2103.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,1.0
houses,sector 3 phase 3 extension,0.85,1000.0,1.0,1.0,0.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 56,1.38,1910.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
flats,sector 37c,1.43,1990.0,3.0,3.0,3.0,Low Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
flats,sector 102,1.98,2000.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 86,0.74,1360.0,2.0,2.0,1.0,High Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,gwal pahari,0.38,624.0,1.0,1.0,1.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 81,0.64,1216.0,2.0,2.0,3.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 37d,1.72,1811.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,low,1.0,0.0,0.0,0.0,0.0
flats,sector 88a,2.65,1582.0,3.0,3.0,3.0,Mid Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 50,10.0,7000.0,5.0,7.0,2.0,Mid Floor,relative new,fullyfurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sector 47,0.65,539.0,1.0,1.0,2.0,Mid Floor,old property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 63,8.5,3950.0,4.0,4.0,0.0,High Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,new sector 2,1.0,1137.0,3.0,2.0,2.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,1.0,0.0
flats,sector 72,4.1,2908.0,4.0,5.0,3.0,High Floor,new property,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
flats,sector 37c,0.86,1760.0,3.0,3.0,2.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 70a,2.8,2350.0,3.0,4.0,3.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 37c,0.98,1815.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
